"","Year","name","value"
"109","1999","longshore_wind_April_North",-0.714177848998413
"110","1999","longshore_wind_May_North",2.47840926805885
"111","1999","longshore_wind_April_South",-2.79519310603042
"112","1999","longshore_wind_May_South",1.02742615306405
"113","2000","crossshore_wind_April_North",-3.2116790001493
"114","2000","crossshore_wind_May_North",1.08470180234016
"115","2000","crossshore_wind_April_South",2.12202745034083
"116","2000","crossshore_wind_May_South",0.382544768621923
"117","2000","longshore_wind_April_North",0.285671139599365
"118","2000","longshore_wind_May_North",0.670337228564847
"119","2000","longshore_wind_April_South",0.432042243304981
"120","2000","longshore_wind_May_South",-1.0458109293749
"121","2001","crossshore_wind_April_North",0.368402632998193
"122","2001","crossshore_wind_May_North",1.27774195360409
"123","2001","crossshore_wind_April_South",0.675994082814341
"124","2001","crossshore_wind_May_South",0.54517932829483
"125","2001","longshore_wind_April_North",-2.64952910910599
"126","2001","longshore_wind_May_North",-1.64685169338347
"127","2001","longshore_wind_April_South",-2.92176521986281
"128","2001","longshore_wind_May_South",-1.72180501218924
"129","2002","crossshore_wind_April_North",1.37320136906428
"130","2002","crossshore_wind_May_North",1.78968726318315
"131","2002","crossshore_wind_April_South",1.1356134905856
"132","2002","crossshore_wind_May_South",1.26713535188629
"133","2002","longshore_wind_April_North",3.73776644535209
"134","2002","longshore_wind_May_North",0.252437120883598
"135","2002","longshore_wind_April_South",3.33471558007576
"136","2002","longshore_wind_May_South",1.5033090168026
"137","2003","crossshore_wind_April_North",2.6594286040426
"138","2003","crossshore_wind_May_North",0.00424264068699711
"139","2003","crossshore_wind_April_South",2.73226060250482
"140","2003","crossshore_wind_May_South",0.185969083452065
"141","2003","longshore_wind_April_North",3.05965104219419
"142","2003","longshore_wind_May_North",2.51871435458648
"143","2003","longshore_wind_April_South",1.9502005025125
"144","2003","longshore_wind_May_South",-2.08101525703201
"145","2004","crossshore_wind_April_North",1.51462272530158
"146","2004","crossshore_wind_May_North",3.54684761443172
"147","2004","crossshore_wind_April_South",0.801859089865545
"148","2004","crossshore_wind_May_South",2.71599714653753
"149","2004","longshore_wind_April_North",1.05358910396796
"150","2004","longshore_wind_May_North",0.810344371239784
"151","2004","longshore_wind_April_South",0.882469262920811
"152","2004","longshore_wind_May_South",0.676701189595526
"153","2005","crossshore_wind_April_North",2.33415948469679
"154","2005","crossshore_wind_May_North",-1.14975562620933
"155","2005","crossshore_wind_April_South",1.36188766056529
"156","2005","crossshore_wind_May_South",-0.771453498274523
"157","2005","longshore_wind_April_North",1.99474822972725
"158","2005","longshore_wind_May_North",-1.37037294193953
"159","2005","longshore_wind_April_South",1.81160757339994
"160","2005","longshore_wind_May_South",-1.99899087041437
"161","2006","crossshore_wind_April_North",-4.02980154598213
"162","2006","crossshore_wind_May_North",1.20278863479832
"163","2006","crossshore_wind_April_South",-2.88711698758467
"164","2006","crossshore_wind_May_South",0.939037805415735
"165","2006","longshore_wind_April_North",0.515480843484993
"166","2006","longshore_wind_May_North",-1.2932983027902
"167","2006","longshore_wind_April_South",0.644174277660945
"168","2006","longshore_wind_May_South",-0.431335136523794
"169","2007","crossshore_wind_April_North",0.036062445840516
"170","2007","crossshore_wind_May_North",0.579120453791783
"171","2007","crossshore_wind_April_South",0.0410121933088491
"172","2007","crossshore_wind_May_South",0.0707106781186414
"173","2007","longshore_wind_April_North",-2.00040508397674
"174","2007","longshore_wind_May_North",-1.06560991924813
"175","2007","longshore_wind_April_South",3.65432784517208
"176","2007","longshore_wind_May_South",-2.04778123831624
"177","2008","crossshore_wind_April_North",0.642052957317385
"178","2008","crossshore_wind_May_North",-2.14819040124473
"179","2008","crossshore_wind_April_South",0.981464212286926
"180","2008","crossshore_wind_May_South",-1.95939289066792
"181","2008","longshore_wind_April_North",2.41830519165799
"182","2008","longshore_wind_May_North",-1.05358910396796
"183","2008","longshore_wind_April_South",2.22597214717525
"184","2008","longshore_wind_May_South",-0.465983368801936
"185","2009","crossshore_wind_April_North",3.017224635323
"186","2009","crossshore_wind_May_North",3.23147799002252
"187","2009","crossshore_wind_April_South",1.92615887195215
"188","2009","crossshore_wind_May_South",2.29244018460679
"189","2009","longshore_wind_April_North",2.72731085503651
